country	setting	severity	gap	iter	daly_averted	incr_cost
Ecuador	LMIC	less_severe	0.6000000000000001	12	0.11440658414844274	555.8045368876916
Ecuador	LMIC	less_severe	0.7	12	0.057203292074222034	277.9022684438461
Ecuador	LMIC	less_severe	0.8	12	0	0
Ecuador	LMIC	less_severe	0.2	13	0.800805277739252	1497.5998028075203
Ecuador	LMIC	less_severe	0.30000000000000004	13	0.667337731449376	1247.9998356729336
Ecuador	LMIC	less_severe	0.4	13	0.5338701851595009	998.3998685383474
Ecuador	LMIC	less_severe	0.5	13	0.40040263886962535	748.7999014037605
Ecuador	LMIC	less_severe	0.6000000000000001	13	0.2669350925797507	499.19993426917335
Ecuador	LMIC	less_severe	0.7	13	0.13346754628987556	249.5999671345869
Ecuador	LMIC	less_severe	0.8	13	0	0
Ecuador	LMIC	less_severe	0.2	14	0.8801912178834237	1703.5096616419978
Ecuador	LMIC	less_severe	0.30000000000000004	14	0.73349268156952	1419.5913847016645
Ecuador	LMIC	less_severe	0.4	14	0.5867941452556158	1135.6731077613317
Ecuador	LMIC	less_severe	0.5	14	0.44009560894171207	851.754830820999
Ecuador	LMIC	less_severe	0.6000000000000001	14	0.2933970726278079	567.836553880666
Ecuador	LMIC	less_severe	0.7	14	0.14669853631390417	283.91827694033327
Ecuador	LMIC	less_severe	0.8	14	0	0
Ecuador	LMIC	less_severe	0.2	15	0.1451652787615565	1899.0449927031887
Ecuador	LMIC	less_severe	0.30000000000000004	15	0.12097106563462967	1582.5374939193252
Ecuador	LMIC	less_severe	0.4	15	0.09677685250770374	1266.0299951354596
Ecuador	LMIC	less_severe	0.5	15	0.07258263938077825	949.5224963515947
Ecuador	LMIC	less_severe	0.6000000000000001	15	0.048388426253851424	633.0149975677297
Ecuador	LMIC	less_severe	0.7	15	0.02419421312692549	316.5074987838651
Ecuador	LMIC	less_severe	0.8	15	0	0
Ecuador	LMIC	less_severe	0.2	16	0.42624550376310566	1594.2541920818512
Ecuador	LMIC	less_severe	0.30000000000000004	16	0.355204586469255	1328.545160068209
Ecuador	LMIC	less_severe	0.4	16	0.2841636691754039	1062.836128054567
Ecuador	LMIC	less_severe	0.5	16	0.21312275188155283	797.1270960409254
Ecuador	LMIC	less_severe	0.6000000000000001	16	0.14208183458770174	531.4180640272834
Ecuador	LMIC	less_severe	0.7	16	0.07104091729385065	265.7090320136422
Ecuador	LMIC	less_severe	0.8	16	0	0
Ecuador	LMIC	less_severe	0.2	17	1.1748256525537402	1507.0201380250542
Ecuador	LMIC	less_severe	0.30000000000000004	17	0.9790213771281171	1255.8501150208776
Ecuador	LMIC	less_severe	0.4	17	0.7832171017024931	1004.6800920167027
Ecuador	LMIC	less_severe	0.5	17	0.5874128262768705	753.5100690125271
Ecuador	LMIC	less_severe	0.6000000000000001	17	0.39160855085124613	502.340046008351
Ecuador	LMIC	less_severe	0.7	17	0.1958042754256235	251.17002300417585
Ecuador	LMIC	less_severe	0.8	17	0	0
Ecuador	LMIC	less_severe	0.2	18	1.389456460524892	1458.431241829017
Ecuador	LMIC	less_severe	0.30000000000000004	18	1.1578803837707436	1215.3593681908478
Ecuador	LMIC	less_severe	0.4	18	0.9263043070165948	972.2874945526785
Ecuador	LMIC	less_severe	0.5	18	0.694728230262446	729.2156209145087
Ecuador	LMIC	less_severe	0.6000000000000001	18	0.46315215350829764	486.1437472763391
Ecuador	LMIC	less_severe	0.7	18	0.23157607675414882	243.0718736381698
Ecuador	LMIC	less_severe	0.8	18	0	0
Ecuador	LMIC	less_severe	0.2	19	0.8620054605880112	1759.27743514969
Ecuador	LMIC	less_severe	0.30000000000000004	19	0.718337883823343	1466.0645292914087
Ecuador	LMIC	less_severe	0.4	19	0.5746703070586743	1172.8516234331269
Ecuador	LMIC	less_severe	0.5	19	0.4310027302940056	879.6387175748451
Ecuador	LMIC	less_severe	0.6000000000000001	19	0.28733515352933603	586.4258117165631
Ecuador	LMIC	less_severe	0.7	19	0.14366757676466868	293.21290585828194
Ecuador	LMIC	less_severe	0.8	19	0	0
Ecuador	LMIC	less_severe	0.2	20	0.32513996413361124	1752.2865963779527
Ecuador	LMIC	less_severe	0.30000000000000004	20	0.2709499701113427	1460.238830314961
Ecuador	LMIC	less_severe	0.4	20	0.21675997608907416	1168.1910642519688
Ecuador	LMIC	less_severe	0.5	20	0.16256998206680517	876.1432981889762
Ecuador	LMIC	less_severe	0.6000000000000001	20	0.10837998804453708	584.095532125984
Ecuador	LMIC	less_severe	0.7	20	0.054189994022268984	292.04776606299254
Ecuador	LMIC	less_severe	0.8	20	0	0
Ecuador	LMIC	less_severe	0.2	21	0.5736739540818605	1132.3309155668953
Ecuador	LMIC	less_severe	0.30000000000000004	21	0.47806162840155064	943.6090963057454
Ecuador	LMIC	less_severe	0.4	21	0.38244930272124034	754.8872770445962
Ecuador	LMIC	less_severe	0.5	21	0.28683697704093003	566.1654577834474
Ecuador	LMIC	less_severe	0.6000000000000001	21	0.19122465136062017	377.4436385222982
Ecuador	LMIC	less_severe	0.7	21	0.09561232568030942	188.72181926114945
Ecuador	LMIC	less_severe	0.8	21	0	0
Ecuador	LMIC	less_severe	0.2	22	0.287065625619467	1593.9286045021277
Ecuador	LMIC	less_severe	0.30000000000000004	22	0.23922135468288896	1328.2738370851066
Ecuador	LMIC	less_severe	0.4	22	0.19137708374631135	1062.6190696680846
Ecuador	LMIC	less_severe	0.5	22	0.14353281280973418	796.9643022510637
Ecuador	LMIC	less_severe	0.6000000000000001	22	0.09568854187315567	531.3095348340422
Ecuador	LMIC	less_severe	0.7	22	0.047844270936577615	265.6547674170214
Ecuador	LMIC	less_severe	0.8	22	0	0
Ecuador	LMIC	less_severe	0.2	23	0.5726411550855275	1738.529194883883
Ecuador	LMIC	less_severe	0.30000000000000004	23	0.47720096257127276	1448.7743290699023
Ecuador	LMIC	less_severe	0.4	23	0.3817607700570189	1159.019463255922
Ecuador	LMIC	less_severe	0.5	23	0.2863205775427642	869.2645974419412
Ecuador	LMIC	less_severe	0.6000000000000001	23	0.19088038502850901	579.5097316279606
Ecuador	LMIC	less_severe	0.7	23	0.09544019251425517	289.7548658139805
Ecuador	LMIC	less_severe	0.8	23	0	0
Ecuador	LMIC	less_severe	0.2	24	0.3795332300041383	1657.006953121523
Ecuador	LMIC	less_severe	0.30000000000000004	24	0.31627769167011444	1380.8391276012694
Ecuador	LMIC	less_severe	0.4	24	0.2530221533360919	1104.6713020810153
Ecuador	LMIC	less_severe	0.5	24	0.18976661500206937	828.5034765607618
Ecuador	LMIC	less_severe	0.6000000000000001	24	0.12651107666804595	552.3356510405079
Ecuador	LMIC	less_severe	0.7	24	0.06325553833402342	276.1678255202539
Ecuador	LMIC	less_severe	0.8	24	0	0
Ecuador	LMIC	less_severe	0.2	25	0.827862168477437	1473.0379742256464
Ecuador	LMIC	less_severe	0.30000000000000004	25	0.6898851403978639	1227.5316451880385
Ecuador	LMIC	less_severe	0.4	25	0.5519081123182916	982.0253161504305
Ecuador	LMIC	less_severe	0.5	25	0.41393108423871894	736.5189871128229
Ecuador	LMIC	less_severe	0.6000000000000001	25	0.27595405615914537	491.0126580752152
Ecuador	LMIC	less_severe	0.7	25	0.13797702807957357	245.50632903760777
Ecuador	LMIC	less_severe	0.8	25	0	0
Ecuador	LMIC	less_severe	0.2	26	0.8793953772754475	1596.6227887550747
Ecuador	LMIC	less_severe	0.30000000000000004	26	0.7328294810628728	1330.5189906292292
Ecuador	LMIC	less_severe	0.4	26	0.5862635848502986	1064.4151925033825
Ecuador	LMIC	less_severe	0.5	26	0.43969768863772307	798.3113943775372
Ecuador	LMIC	less_severe	0.6000000000000001	26	0.2931317924251484	532.2075962516913
Ecuador	LMIC	less_severe	0.7	26	0.1465658962125742	266.1037981258462
Ecuador	LMIC	less_severe	0.8	26	0	0
Ecuador	LMIC	less_severe	0.2	27	0.6574723529191013	1664.4492446427646
Ecuador	LMIC	less_severe	0.30000000000000004	27	0.5478936274325843	1387.041037202304
Ecuador	LMIC	less_severe	0.4	27	0.4383149019460677	1109.6328297618434
Ecuador	LMIC	less_severe	0.5	27	0.32873617645955067	832.2246223213824
Ecuador	LMIC	less_severe	0.6000000000000001	27	0.21915745097303363	554.8164148809215
Ecuador	LMIC	less_severe	0.7	27	0.10957872548651704	277.40820744046096
Ecuador	LMIC	less_severe	0.8	27	0	0
Ecuador	LMIC	less_severe	0.2	28	0.8696592377556911	1766.1966713954862
Ecuador	LMIC	less_severe	0.30000000000000004	28	0.7247160314630756	1471.8305594962385
Ecuador	LMIC	less_severe	0.4	28	0.5797728251704601	1177.464447596991
Ecuador	LMIC	less_severe	0.5	28	0.4348296188778451	883.0983356977436
Ecuador	LMIC	less_severe	0.6000000000000001	28	0.28988641258523007	588.7322237984952
Ecuador	LMIC	less_severe	0.7	28	0.14494320629261592	294.3661118992479
Ecuador	LMIC	less_severe	0.8	28	0	0
Ecuador	LMIC	less_severe	0.2	29	0.19327596930895474	1832.1712459863877
Ecuador	LMIC	less_severe	0.30000000000000004	29	0.1610633077574617	1526.8093716553237
Ecuador	LMIC	less_severe	0.4	29	0.12885064620597042	1221.4474973242588
Ecuador	LMIC	less_severe	0.5	29	0.09663798465447737	916.0856229931942
Ecuador	LMIC	less_severe	0.6000000000000001	29	0.06442532310298477	610.7237486621293
Ecuador	LMIC	less_severe	0.7	29	0.03221266155149216	305.3618743310651
Ecuador	LMIC	less_severe	0.8	29	0	0
Ecuador	LMIC	less_severe	0.2	30	1.230141744648101	1536.8804332795562
Ecuador	LMIC	less_severe	0.30000000000000004	30	1.025118120540084	1280.7336943996306
Ecuador	LMIC	less_severe	0.4	30	0.8200944964320676	1024.5869555197041
Ecuador	LMIC	less_severe	0.5	30	0.615070872324051	768.4402166397783
Ecuador	LMIC	less_severe	0.6000000000000001	30	0.41004724821603356	512.2934777598521
Ecuador	LMIC	less_severe	0.7	30	0.2050236241080179	256.14673887992626
Ecuador	LMIC	less_severe	0.8	30	0	0
Ecuador	LMIC	less_severe	0.2	31	0.7335436456047222	1295.760215306757
Ecuador	LMIC	less_severe	0.30000000000000004	31	0.6112863713372692	1079.8001794222969
Ecuador	LMIC	less_severe	0.4	31	0.4890290970698157	863.8401435378374
Ecuador	LMIC	less_severe	0.5	31	0.3667718228023622	647.8801076533783
Ecuador	LMIC	less_severe	0.6000000000000001	31	0.24451454853490828	431.92007176891855
Ecuador	LMIC	less_severe	0.7	31	0.12225727426745392	215.96003588445956
Ecuador	LMIC	less_severe	0.8	31	0	0
Ecuador	LMIC	less_severe	0.2	32	0.6043933927785448	1753.8122650400528
Ecuador	LMIC	less_severe	0.30000000000000004	32	0.5036611606487873	1461.5102208667113
Ecuador	LMIC	less_severe	0.4	32	0.4029289285190294	1169.2081766933688
Ecuador	LMIC	less_severe	0.5	32	0.3021966963892724	876.9061325200264
Ecuador	LMIC	less_severe	0.6000000000000001	32	0.20146446425951448	584.6040883466842
Ecuador	LMIC	less_severe	0.7	32	0.1007322321297579	292.30204417334267
Ecuador	LMIC	less_severe	0.8	32	0	0
Ecuador	LMIC	less_severe	0.2	33	0.8730489024137054	1651.6099580441223
Ecuador	LMIC	less_severe	0.30000000000000004	33	0.727540752011421	1376.3416317034353
Ecuador	LMIC	less_severe	0.4	33	0.5820326016091366	1101.0733053627484
Ecuador	LMIC	less_severe	0.5	33	0.4365244512068527	825.8049790220609
Ecuador	LMIC	less_severe	0.6000000000000001	33	0.29101630080456875	550.5366526813737
Ecuador	LMIC	less_severe	0.7	33	0.14550815040228482	275.2683263406873
Ecuador	LMIC	less_severe	0.8	33	0	0
Ecuador	LMIC	less_severe	0.2	34	1.261649166240118	1769.9663579773908
Ecuador	LMIC	less_severe	0.30000000000000004	34	1.0513743052000981	1474.9719649811589
Ecuador	LMIC	less_severe	0.4	34	0.8410994441600788	1179.977571984927
Ecuador	LMIC	less_severe	0.5	34	0.6308245831200585	884.9831789886955
Ecuador	LMIC	less_severe	0.6000000000000001	34	0.4205497220800396	589.9887859924636
Ecuador	LMIC	less_severe	0.7	34	0.2102748610400198	294.9943929962319
Ecuador	LMIC	less_severe	0.8	34	0	0
Ecuador	LMIC	less_severe	0.2	35	0.44339887776383113	1654.12894586911
Ecuador	LMIC	less_severe	0.30000000000000004	35	0.36949906480319195	1378.4407882242588
Ecuador	LMIC	less_severe	0.4	35	0.2955992518425541	1102.7526305794067
Ecuador	LMIC	less_severe	0.5	35	0.22169943888191534	827.0644729345552
Ecuador	LMIC	less_severe	0.6000000000000001	35	0.14779962592127704	551.3763152897031
Ecuador	LMIC	less_severe	0.7	35	0.0738998129606383	275.688157644852
Ecuador	LMIC	less_severe	0.8	35	0	0
Ecuador	LMIC	less_severe	0.2	36	0.45781493574363497	1813.0342756548314
Ecuador	LMIC	less_severe	0.30000000000000004	36	0.38151244645302906	1510.8618963790261
Ecuador	LMIC	less_severe	0.4	36	0.3052099571624236	1208.6895171032209
Ecuador	LMIC	less_severe	0.5	36	0.2289074678718177	906.5171378274158
Ecuador	LMIC	less_severe	0.6000000000000001	36	0.1526049785812118	604.3447585516101
Ecuador	LMIC	less_severe	0.7	36	0.0763024892906059	302.1723792758055
Ecuador	LMIC	less_severe	0.8	36	0	0
Ecuador	LMIC	less_severe	0.2	37	0.4651812524539496	1679.6480574759173
Ecuador	LMIC	less_severe	0.30000000000000004	37	0.38765104371162495	1399.7067145632639
Ecuador	LMIC	less_severe	0.4	37	0.31012083496929943	1119.765371650611
Ecuador	LMIC	less_severe	0.5	37	0.23259062622697568	839.8240287379585
Ecuador	LMIC	less_severe	0.6000000000000001	37	0.15506041748464927	559.8826858253053
Ecuador	LMIC	less_severe	0.7	37	0.07753020874232552	279.941342912653
Ecuador	LMIC	less_severe	0.8	37	0	0
Ecuador	LMIC	less_severe	0.2	38	1.0007167690580143	1574.9763335750183
Ecuador	LMIC	less_severe	0.30000000000000004	38	0.833930640881678	1312.4802779791817
Ecuador	LMIC	less_severe	0.4	38	0.6671445127053426	1049.9842223833455
Ecuador	LMIC	less_severe	0.5	38	0.5003583845290072	787.4881667875086
Ecuador	LMIC	less_severe	0.6000000000000001	38	0.33357225635267085	524.9921111916726
Ecuador	LMIC	less_severe	0.7	38	0.1667861281763363	262.49605559583654
Ecuador	LMIC	less_severe	0.8	38	0	0
Ecuador	LMIC	less_severe	0.2	39	0.9259598343794999	1871.8100144883172
Ecuador	LMIC	less_severe	0.30000000000000004	39	0.7716331953162499	1559.8416787402646
Ecuador	LMIC	less_severe	0.4	39	0.6173065562530002	1247.8733429922115
Ecuador	LMIC	less_severe	0.5	39	0.46297991718974973	935.9050072441587
Ecuador	LMIC	less_severe	0.6000000000000001	39	0.3086532781265001	623.9366714961052
Ecuador	LMIC	less_severe	0.7	39	0.1543266390632505	311.96833574805305
Ecuador	LMIC	less_severe	0.8	39	0	0
Ecuador	LMIC	less_severe	0.2	40	0.8049642464552029	1905.847023728389
Ecuador	LMIC	less_severe	0.30000000000000004	40	0.6708035387126694	1588.2058531069906
Ecuador	LMIC	less_severe	0.4	40	0.5366428309701354	1270.5646824855926
Ecuador	LMIC	less_severe	0.5	40	0.40248212322760146	952.9235118641944
Ecuador	LMIC	less_severe	0.6000000000000001	40	0.26832141548506794	635.2823412427962
Ecuador	LMIC	less_severe	0.7	40	0.13416070774253397	317.64117062139815
Ecuador	LMIC	less_severe	0.8	40	0	0
Ecuador	LMIC	less_severe	0.2	41	0.9687415633555307	1240.4334311637294
Ecuador	LMIC	less_severe	0.30000000000000004	41	0.8072846361296082	1033.6945259697745
Ecuador	LMIC	less_severe	0.4	41	0.6458277089036866	826.9556207758196
Ecuador	LMIC	less_severe	0.5	41	0.48437078167776493	620.216715581865
Ecuador	LMIC	less_severe	0.6000000000000001	41	0.3229138544518433	413.4778103879098
Ecuador	LMIC	less_severe	0.7	41	0.16145692722592164	206.73890519395513
Ecuador	LMIC	less_severe	0.8	41	0	0
Ecuador	LMIC	less_severe	0.2	42	0.7400720401075178	1532.3863633473634
Ecuador	LMIC	less_severe	0.30000000000000004	42	0.6167267000895986	1276.9886361228027
Ecuador	LMIC	less_severe	0.4	42	0.49338136007167854	1021.5909088982423
Ecuador	LMIC	less_severe	0.5	42	0.37003602005375935	766.1931816736817
Ecuador	LMIC	less_severe	0.6000000000000001	42	0.24669068003583927	510.7954544491208
Ecuador	LMIC	less_severe	0.7	42	0.12334534001792008	255.39772722456087
Ecuador	LMIC	less_severe	0.8	42	0	0
Ecuador	LMIC	less_severe	0.2	43	1.2047922893391338	1722.5996279238675
Ecuador	LMIC	less_severe	0.30000000000000004	43	1.0039935744492783	1435.499689936556
Ecuador	LMIC	less_severe	0.4	43	0.8031948595594232	1148.3997519492448
Ecuador	LMIC	less_severe	0.5	43	0.6023961446695671	861.2998139619335
Ecuador	LMIC	less_severe	0.6000000000000001	43	0.40159742977971113	574.199875974622
Ecuador	LMIC	less_severe	0.7	43	0.20079871488985646	287.09993798731125
Ecuador	LMIC	less_severe	0.8	43	0	0
Ecuador	LMIC	less_severe	0.2	44	0.9567908115982773	1728.4418670950313
Ecuador	LMIC	less_severe	0.30000000000000004	44	0.7973256763318979	1440.3682225791927
Ecuador	LMIC	less_severe	0.4	44	0.637860541065518	1152.294578063354
Ecuador	LMIC	less_severe	0.5	44	0.47839540579913864	864.2209335475158
Ecuador	LMIC	less_severe	0.6000000000000001	44	0.31893027053275924	576.1472890316771
Ecuador	LMIC	less_severe	0.7	44	0.15946513526637984	288.0736445158385
Ecuador	LMIC	less_severe	0.8	44	0	0
Ecuador	LMIC	less_severe	0.2	45	0.38071420288308033	1573.7682979085034
Ecuador	LMIC	less_severe	0.30000000000000004	45	0.3172618357359003	1311.4735815904191
Ecuador	LMIC	less_severe	0.4	45	0.2538094685887198	1049.1788652723349
Ecuador	LMIC	less_severe	0.5	45	0.19035710144154017	786.8841489542515
Ecuador	LMIC	less_severe	0.6000000000000001	45	0.1269047342943601	524.5894326361674
Ecuador	LMIC	less_severe	0.7	45	0.06345236714718006	262.29471631808406
Ecuador	LMIC	less_severe	0.8	45	0	0
Ecuador	LMIC	less_severe	0.2	46	0.7082429823639496	1600.669357930295
Ecuador	LMIC	less_severe	0.30000000000000004	46	0.5902024853032919	1333.8911316085787
Ecuador	LMIC	less_severe	0.4	46	0.4721619882426342	1067.1129052868632
Ecuador	LMIC	less_severe	0.5	46	0.3541214911819752	800.3346789651478
Ecuador	LMIC	less_severe	0.6000000000000001	46	0.236080994121318	533.5564526434312
Ecuador	LMIC	less_severe	0.7	46	0.118040497060659	266.77822632171615
Ecuador	LMIC	less_severe	0.8	46	0	0
Ecuador	LMIC	less_severe	0.2	47	1.2854093717276411	1397.50142887043
Ecuador	LMIC	less_severe	0.30000000000000004	47	1.071174476439701	1164.5845240586918
Ecuador	LMIC	less_severe	0.4	47	0.8569395811517606	931.6676192469531
Ecuador	LMIC	less_severe	0.5	47	0.642704685863821	698.7507144352148
Ecuador	LMIC	less_severe	0.6000000000000001	47	0.42846979057588097	465.8338096234763
Ecuador	LMIC	less_severe	0.7	47	0.21423489528794004	232.9169048117385
Ecuador	LMIC	less_severe	0.8	47	0	0
Ecuador	LMIC	less_severe	0.2	48	0.3411377015900876	1426.2572596931218
Ecuador	LMIC	less_severe	0.30000000000000004	48	0.28428141799173945	1188.5477164109348
Ecuador	LMIC	less_severe	0.4	48	0.22742513439339174	950.8381731287478
Ecuador	LMIC	less_severe	0.5	48	0.17056885079504402	713.128629846561
Ecuador	LMIC	less_severe	0.6000000000000001	48	0.11371256719669587	475.41908656437374
Ecuador	LMIC	less_severe	0.7	48	0.05685628359834771	237.70954328218716
Ecuador	LMIC	less_severe	0.8	48	0	0
Ecuador	LMIC	less_severe	0.2	49	0.7611436940431586	1424.2166650783297
Ecuador	LMIC	less_severe	0.30000000000000004	49	0.6342864117026323	1186.8472208986072
Ecuador	LMIC	less_severe	0.4	49	0.507429129362106	949.477776718886
Ecuador	LMIC	less_severe	0.5	49	0.38057184702157976	712.1083325391647
Ecuador	LMIC	less_severe	0.6000000000000001	49	0.2537145646810526	474.73888835944297
Ecuador	LMIC	less_severe	0.7	49	0.12685728234052585	237.36944417972188
Ecuador	LMIC	less_severe	0.8	49	0	0
Ecuador	LMIC	less_severe	0.2	50	0.4744277631265348	1830.203537743242
Ecuador	LMIC	less_severe	0.30000000000000004	50	0.3953564692721132	1525.1696147860341
Ecuador	LMIC	less_severe	0.4	50	0.31628517541768986	1220.1356918288277
Ecuador	LMIC	less_severe	0.5	50	0.2372138815632674	915.1017688716208
Ecuador	LMIC	less_severe	0.6000000000000001	50	0.15814258770884493	610.0678459144137
Ecuador	LMIC	less_severe	0.7	50	0.07907129385442246	305.0339229572071
Ecuador	LMIC	less_severe	0.8	50	0	0
Ecuador	LMIC	less_severe	0.2	51	0.6529871810173211	1509.0832023783241
Ecuador	LMIC	less_severe	0.30000000000000004	51	0.5441559841811014	1257.5693353152697
Ecuador	LMIC	less_severe	0.4	51	0.4353247873448809	1006.0554682522155
Ecuador	LMIC	less_severe	0.5	51	0.32649359050866034	754.541601189162
Ecuador	LMIC	less_severe	0.6000000000000001	51	0.21766239367243978	503.02773412610793
Ecuador	LMIC	less_severe	0.7	51	0.10883119683621922	251.51386706305402
Ecuador	LMIC	less_severe	0.8	51	0	0
Ecuador	LMIC	less_severe	0.2	52	0.9216160352164335	1525.2943325926983
Ecuador	LMIC	less_severe	0.30000000000000004	52	0.7680133626803616	1271.0786104939152
