country	severity	daly_averted	yld_averted	yll_averted	yll_share
Nigeria	severe	2.845787797476249	0.9677332386425245	1.8780545588337247	0.6599418834036935
Nigeria	less_severe	1.8802118047136043	0.002157245879879696	1.8780545588337247	0.9988526580492307
Nigeria	mixed	2.012495715722087	0.13444115688836203	1.8780545588337247	0.9331967984636805
Ecuador	severe	1.845241202276407	1.2189589018527935	0.6262823004236137	0.3394040300265309
Ecuador	less_severe	0.7223478893456764	0.09606558892206281	0.6262823004236137	0.8670092481213149
Ecuador	mixed	0.8761842732171866	0.24990197279357293	0.6262823004236137	0.7147837727376923
UK	severe	0.22078378156573059	0.17203250062611816	0.04875128093961243	0.22081006400870282
UK	less_severe	0.07736156046871505	0.02861027952910262	0.04875128093961243	0.6301744774050597
UK	mixed	0.09701040475900617	0.04825912381939376	0.04875128093961243	0.5025366202802746
