scenario_id	group	label	country	daly_averted	da_lo	da_hi	incr_cost	ic_lo	ic_hi	icer	icer_lo	icer_hi	p_da_pos	inb_oc	inb_lo	inb_hi	p_ce_oc	p_ce_1x	p_ce_3x	severity
SMR-U-DECLINE	Untreated mortality	Untreated SMR declining linearly to 2.6 by year 10	UK	0.07634466595874441	0.0502554145877691	0.10422017332233793	1299.8946677200104	1006.9603141099203	1584.6941524713568	17026.65996891591	11161.341859271406	27280.87926754424	1	570.5496482692276	-141.63175866413852	1361.145949439679	0.938	1	1	mixed
UK-GAP-30	UK treatment gap	UK gap 30% to 10% (wider gap)	UK	0.5887567508419478	0.3656796821148568	0.8136589931732876	3468.4842263405776	2688.1518424499445	4228.3784518750535	5891.200774140584	3707.825320904769	9844.002685458014	1	10956.056169287142	5423.012417463233	16739.946356537956	1	1	1	severe
UK-GAP-30	UK treatment gap	UK gap 30% to 10% (wider gap)	UK	0.20629749458323973	0.094942609075159	0.3163141407928469	3468.4842263405776	2688.1518424499445	4228.3784518750535	16813.02157036651	10068.543336764289	36821.09562631281	1	1585.8043909487958	-1229.0542048393434	4495.307023934596	0.843	0.993	1	less_severe
UK-GAP-30	UK treatment gap	UK gap 30% to 10% (wider gap)	UK	0.2586944126906827	0.14971076419287635	0.36802353900899254	3468.4842263405776	2688.1518424499445	4228.3784518750535	13407.65032481701	8444.881342568015	23632.37418999216	1	2869.528884581149	131.58333516220776	5828.041867695514	0.977	1	1	mixed
UK-GAP-5	UK treatment gap	UK gap 5% to 1.25%	UK	0.11039189078286508	0.06856494039653532	0.15256106121999183	650.3407924388598	504.02847045936664	792.8209597265801	5891.200774140604	3707.8253209047507	9844.00268545813	1	2054.260531741335	1016.8148282743357	3138.739941850867	1	1	1	severe
UK-GAP-5	UK treatment gap	UK gap 5% to 1.25%	UK	0.03868078023435734	0.017801739201592733	0.05930890139865858	650.3407924388598	504.02847045936664	792.8209597265801	16813.021570366596	10068.543336764364	36821.09562631323	1	297.33832330289493	-230.44766340737985	842.8700669877401	0.843	0.993	1	less_severe
UK-GAP-5	UK treatment gap	UK gap 5% to 1.25%	UK	0.0485052023795029	0.028070768286164168	0.06900441356418587	650.3407924388598	504.02847045936664	792.8209597265801	13407.65032481707	8444.881342568073	23632.374189992504	1	538.0366658589612	24.671875342903462	1092.7578501929027	0.977	1	1	mixed
DRE-9	Drug resistance	Severe (drug-resistant) share 9.2%, lower population bound	Nigeria	1.9690447960477677	0.42246371206390826	3.312899644613758	2781.033723755944	2164.1035191972333	3380.590636211811	1412.3770720391867	788.9871792784372	6426.705445039896	0.999	-811.9889277081761	-2404.4896188266052	630.0050533332097	0.161	0.764	0.97	mixed
DRE-9	Drug resistance	Severe (drug-resistant) share 9.2%, lower population bound	Ecuador	0.8256540741353037	0.26612853722049196	1.3718016183763455	1608.7305448975308	1248.3031331292739	1945.933583944325	1948.4316680473387	1112.3783594014542	5771.493384631766	1	1074.6451960422062	-735.6960486844876	2879.2169371111972	0.865	0.981	1	mixed
DRE-9	Drug resistance	Severe (drug-resistant) share 9.2%, lower population bound	UK	0.09055640480964047	0.04942560868571306	0.1323357359239447	1300.681584877715	1008.0569409187281	1585.6419194531422	14363.22022293057	8977.023409967174	27242.12964313639	1	917.9503329584766	-135.11410263035367	2026.5590104904697	0.956	1	1	mixed
DRE-19	Drug resistance	Severe (drug-resistant) share 19.0%, upper population bound	Nigeria	2.063671243338507	0.5406089833767718	3.424859196433934	2781.033723755944	2164.1035191972333	3380.5906362118117	1347.6147098202148	763.1263296086752	5227.591628354108	0.999	-717.3624804174369	-2303.4753618179057	735.7372557111368	0.2	0.798	0.984	mixed
DRE-19	Drug resistance	Severe (drug-resistant) share 19.0%, upper population bound	Ecuador	0.9356976188025153	0.3716278414064078	1.471143307164294	1608.730544897531	1248.3031331292736	1945.933583944325	1719.2846412886547	1010.0870243775486	4222.840055039828	1	1432.286716210644	-351.44870148497745	3265.996360248598	0.926	0.996	1	mixed
DRE-19	Drug resistance	Severe (drug-resistant) share 19.0%, upper population bound	UK	0.104611782477148	0.06308029704295258	0.14717356645599813	1300.6815848777153	1008.0569409187282	1585.6419194531427	12433.41384764038	7912.024715320749	21351.929153946025	1	1262.307085812411	199.6430427605394	2401.8950599064096	0.994	1	1	mixed
DRE-36	Drug resistance	Severe (drug-resistant) share 36.3%, clinic-based	Nigeria	2.2307158900864446	0.7360679606518004	3.601391460194068	2781.033723755944	2164.1035191972333	3380.590636211811	1246.700100230233	722.0429844956404	3958.523966400138	1	-550.3178336694995	-2100.323831151682	879.4594661241439	0.266	0.853	0.99	mixed
DRE-36	Drug resistance	Severe (drug-resistant) share 36.3%, clinic-based	Ecuador	1.1299581619395316	0.5772041963942619	1.7031900826487885	1608.7305448975308	1248.3031331292736	1945.933583944325	1423.7080620190432	851.9984555837239	2998.4792803064706	1	2063.6334814059474	145.39850122969196	3985.175369150255	0.99	1	1	mixed
DRE-36	Drug resistance	Severe (drug-resistant) share 36.3%, clinic-based	UK	0.1294238267269317	0.08372540422038745	0.17857202714427065	1300.681584877715	1008.0569409187281	1585.6419194531422	10049.784632175903	6457.675414561435	16324.066436202102	1	1870.2021699321115	712.1875921087201	3138.0029401641355	0.999	1	1	mixed
UK-CTRL-85	Drug resistance	UK cumulative seizure control 85% (80-90%)	UK	0.24301603862333995	0.1615443424994575	0.3246733481484681	1301.7128983223342	1009.0651033885466	1586.9120556978346	5356.489660914562	3475.6732495369997	8382.791395551578	1	4652.180047949495	2646.665746106436	6753.850034569178	1	1	1	severe
UK-CTRL-85	Drug resistance	UK cumulative seizure control 85% (80-90%)	UK	0.09959381752632442	0.057206890064824434	0.14376441988174887	1301.7128983223342	1009.0651033885466	1586.9120556978346	13070.21791767615	8187.653593572633	22967.14311876116	1	1138.3356310726142	89.8310912310265	2257.9740603628115	0.982	1	1	less_severe
UK-CTRL-85	Drug resistance	UK cumulative seizure control 85% (80-90%)	UK	0.11924266181661555	0.07729888201629877	0.16203437872881357	1301.7128983223342	1009.0651033885466	1586.9120556978346	10916.503191821155	7215.571468209016	17195.81146796249	1	1619.7323161847469	596.357032740583	2741.2391090949354	0.999	1	1	mixed
