country	setting	severity	gap	quantity	n_draws	estimate	mc_se	mc_lo	mc_hi
Nigeria	LMIC	severe	0.7	p_ce_1x	1000	0.968	0.005565608681896351	0.9551749890510055	0.977243033872133
Nigeria	LMIC	severe	0.7	p_ce_3x	1000	1	0	0.9961731014136095	1
Nigeria	LMIC	severe	0.7	p_ce_oc	1000	0.538	0.015765658882520576	0.5070127271855177	0.5686964285219166
Nigeria	LMIC	severe	0.8	daly_averted	1000	0	0	0	0
Nigeria	LMIC	severe	0.8	incr_cost	1000	0	0	0	0
Nigeria	LMIC	severe	0.8	p_benefit	1000	0	0	0	0.0038268985863905225
Nigeria	LMIC	severe	0.8	p_ce_1x	1000	0	0	0	0.0038268985863905225
Nigeria	LMIC	severe	0.8	p_ce_3x	1000	0	0	0	0.0038268985863905225
Nigeria	LMIC	severe	0.8	p_ce_oc	1000	0	0	0	0.0038268985863905225
UK	HIC	less_severe	0.025	daly_averted	1000	0.07736156046871505	6.952595692127627e-4	0.07599885171305804	0.07872426922437206
UK	HIC	less_severe	0.025	incr_cost	1000	1300.681584877715	4.828327360776009	1291.218063250594	1310.1451065048361
UK	HIC	less_severe	0.025	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.025	p_ce_1x	1000	0.993	0.002636474919281427	0.9856215030730511	0.99660517492076806
UK	HIC	less_severe	0.025	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.025	p_ce_oc	1000	0.843	0.01150439046625244	0.8191437085463132	0.8642310390234228
UK	HIC	less_severe	0.05	daly_averted	1000	0.05157437364581009	4.6350637947517495e-4	0.05066590114203875	0.05248284614958144
UK	HIC	less_severe	0.05	incr_cost	1000	867.1210565851428	3.218884907184004	860.8120421670621	873.4300710032235
UK	HIC	less_severe	0.05	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.05	p_ce_1x	1000	0.993	0.002636474919281427	0.9856215030730511	0.99660517492076806
UK	HIC	less_severe	0.05	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.05	p_ce_oc	1000	0.843	0.01150439046625244	0.8191437085463132	0.8642310390234228
UK	HIC	less_severe	0.07500000000000001	daly_averted	1000	0.02578718682290493	2.3175318973758734e-4	0.025332950571019256	0.0262414230747906
UK	HIC	less_severe	0.07500000000000001	incr_cost	1000	433.56052829257237	1.6094424535920075	430.40602108353204	436.7150355016127
UK	HIC	less_severe	0.07500000000000001	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.07500000000000001	p_ce_1x	1000	0.993	0.002636474919281427	0.9856215030730511	0.99660517492076806
UK	HIC	less_severe	0.07500000000000001	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	less_severe	0.07500000000000001	p_ce_oc	1000	0.843	0.01150439046625244	0.8191437085463132	0.8642310390234228
UK	HIC	less_severe	0.1	daly_averted	1000	0	0	0	0
UK	HIC	less_severe	0.1	incr_cost	1000	0	0	0	0
UK	HIC	less_severe	0.1	p_benefit	1000	0	0	0	0.0038268985863905225
UK	HIC	less_severe	0.1	p_ce_1x	1000	0	0	0	0.0038268985863905225
UK	HIC	less_severe	0.1	p_ce_3x	1000	0	0	0	0.0038268985863905225
UK	HIC	less_severe	0.1	p_ce_oc	1000	0	0	0	0.0038268985863905225
UK	HIC	mixed	0.025	daly_averted	1000	0.09701040475900617	6.992888062500759e-4	0.09563979869875602	0.09838101081925632
UK	HIC	mixed	0.025	incr_cost	1000	1300.681584877715	4.828327360776009	1291.218063250594	1310.1451065048361
UK	HIC	mixed	0.025	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.025	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.025	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.025	p_ce_oc	1000	0.977	0.004740358636221528	0.9657233030515149	0.9846258356970685
UK	HIC	mixed	0.05	daly_averted	1000	0.06467360317267086	4.6619253750005064e-4	0.06375986579917076	0.06558734054617096
UK	HIC	mixed	0.05	incr_cost	1000	867.1210565851428	3.218884907184004	860.8120421670621	873.4300710032235
UK	HIC	mixed	0.05	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.05	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.05	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.05	p_ce_oc	1000	0.977	0.004740358636221528	0.9657233030515149	0.9846258356970685
UK	HIC	mixed	0.07500000000000001	daly_averted	1000	0.032336801586335305	2.3309626875002494e-4	0.03187993289958525	0.03279367027308536
UK	HIC	mixed	0.07500000000000001	incr_cost	1000	433.56052829257237	1.6094424535920075	430.40602108353204	436.7150355016127
UK	HIC	mixed	0.07500000000000001	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.07500000000000001	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.07500000000000001	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	mixed	0.07500000000000001	p_ce_oc	1000	0.977	0.004740358636221528	0.9657233030515149	0.9846258356970685
UK	HIC	mixed	0.1	daly_averted	1000	0	0	0	0
UK	HIC	mixed	0.1	incr_cost	1000	0	0	0	0
UK	HIC	mixed	0.1	p_benefit	1000	0	0	0	0.0038268985863905225
UK	HIC	mixed	0.1	p_ce_1x	1000	0	0	0	0.0038268985863905225
UK	HIC	mixed	0.1	p_ce_3x	1000	0	0	0	0.0038268985863905225
UK	HIC	mixed	0.1	p_ce_oc	1000	0	0	0	0.0038268985863905225
UK	HIC	severe	0.025	daly_averted	1000	0.22078378156573059	0.0014036550408889619	0.2180326176855882	0.22353494544587296
UK	HIC	severe	0.025	incr_cost	1000	1300.681584877715	4.828327360776009	1291.218063250594	1310.1451065048361
UK	HIC	severe	0.025	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.025	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.025	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.025	p_ce_oc	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.05	daly_averted	1000	0.1471891877104872	9.357700272593078e-4	0.14535507845705894	0.14902329696391545
UK	HIC	severe	0.05	incr_cost	1000	867.1210565851428	3.218884907184004	860.8120421670621	873.4300710032235
UK	HIC	severe	0.05	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.05	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.05	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.05	p_ce_oc	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.07500000000000001	daly_averted	1000	0.07359459385524343	4.6788501362965364e-4	0.0726775392285293	0.07451164848195756
UK	HIC	severe	0.07500000000000001	incr_cost	1000	433.56052829257237	1.6094424535920075	430.40602108353204	436.7150355016127
UK	HIC	severe	0.07500000000000001	p_benefit	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.07500000000000001	p_ce_1x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.07500000000000001	p_ce_3x	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.07500000000000001	p_ce_oc	1000	1	0	0.9961731014136095	1
UK	HIC	severe	0.1	daly_averted	1000	0	0	0	0
UK	HIC	severe	0.1	incr_cost	1000	0	0	0	0
UK	HIC	severe	0.1	p_benefit	1000	0	0	0	0.0038268985863905225
UK	HIC	severe	0.1	p_ce_1x	1000	0	0	0	0.0038268985863905225
UK	HIC	severe	0.1	p_ce_3x	1000	0	0	0	0.0038268985863905225
UK	HIC	severe	0.1	p_ce_oc	1000	0	0	0	0.0038268985863905225
